genus,species,year,locality,N-America,S-America,Europe,Africa,Asia,Oceania,Antarctica
Synalus,Synalus angustus,1876,Australia (New South Wales),0,0,0,0,0,1,0
Synalus,Synalus terrosus,1895,Australia (Tasmania),0,0,0,0,0,1,0
Synema,Synema spinosum,1929,Brazil,0,1,0,0,0,0,0
Synema,Synema socium,1891,Panama,1,0,0,0,0,0,0
Synema,Synema steckeri,1907,"Togo, Sudan",0,0,0,1,0,0,0
Synema,Synema spirale,1907,South America,0,1,0,0,0,0,0
Synema,Synema schulzi,1907,Brazil,0,1,0,0,0,0,0
Synema,Synema scheffleri,1907,East Africa,0,0,0,1,0,0,0
Synema,Synema simoneae,1919,East Africa,0,0,0,1,0,0,0
Synema,Synema setiferum,1929,Brazil,0,1,0,0,0,0,0
Synema,Synema riflense,1909,South Africa,0,0,0,1,0,0,0
Synema,Synema revolutum,2010,"China, India",0,0,0,0,1,0,0
Synema,Synema scalare,1913,Central Africa,0,0,0,1,0,0,0
Synema,Synema rubromaculatum,1880,"Colombia, Brazil",0,1,0,0,0,0,0
Synema,Synema quadrifasciatum,1907,East Africa,0,0,0,1,0,0,0
Synema,Synema quadratum,1929,Brazil,0,1,0,0,0,0,0
Synema,Synema reimoseri,1928,Congo,0,0,0,1,0,0,0
Synema,Synema quadrimaculatum,1961,Senegal,0,0,0,1,0,0,0
Synema,Synema variabile,1939,Ethiopia,0,0,0,1,0,0,0
Synema,Synema viridans,1896,USA,1,0,0,0,0,0,0
Synema,Synema viridisterne,1966,Ivory Coast,0,0,0,1,0,0,0
Synema,Synema vittatum,1880,Peru,0,1,0,0,0,0,0
Synema,Synema utotchkini,1995,"Macedonia, Turkey, Kazakhstan, Kyrgyzstan",0,0,1,0,1,0,0
Synema,Synema vachoni,1964,Ivory Coast,0,0,0,1,0,0,0
Synema,Synema valentinieri,1907,Egypt,0,0,0,1,0,0,0
Synema,Synema vallotoni,1923,South Africa,0,0,0,1,0,0,0
Synema,Synema tibiale,1907,Malawi,0,0,0,1,0,0,0
Synema,Synema togoense,1907,Togo,0,0,0,1,0,0,0
Synema,Synema tricalcaratum,1929,Brazil,0,1,0,0,0,0,0
Synema,Synema trimaculosum,1956,Ecuador,0,1,0,0,0,0,0
Synema,Synema subabnorme,1947,Uganda,0,0,0,1,0,0,0
Synema,Synema suteri,1907,New Zealand,0,0,0,0,0,1,0
Synema,Synema tadzhikistanicum,1960,Central Asia,0,0,0,0,1,0,0
Synema,Synema ternetzi,1939,Paraguay,0,1,0,0,0,0,0
Synema,Synema nigrum,1880,Peru,0,1,0,0,0,0,0
Synema,Synema nigrotibiale,1919,East Africa,0,0,0,1,0,0,0
Synema,Synema nigriventer,1907,East Africa,0,0,0,1,0,0,0
Synema,Synema nigrianum,1929,Venezuela to Brazil,0,1,0,0,0,0,0
Synema,Synema neomexicanum,1939,USA,1,0,0,0,0,0,0
Synema,Synema nangoku,2002,"China, Japan",0,0,0,0,1,0,0
Synema,Synema mysorense,1980,India,0,0,0,0,1,0,0
Synema,Synema multipunctatum,1895,"Yemen, Congo, Guinea",0,0,0,1,1,0,0
Synema,Synema marlothi,1907,South Africa,0,0,0,1,0,0,0
Synema,Synema marcidum,1907,Guinea-Bissau,0,0,0,1,0,0,0
Synema,Synema mandibulare,1907,East Africa,0,0,0,1,0,0,0
Synema,Synema madidum,1895,Mexico,1,0,0,0,0,0,0
Synema,Synema maculosum,1891,Central America,1,0,0,0,0,0,0
Synema,Synema maculatovittatum,1954,French Guiana,0,1,0,0,0,0,0
Synema,Synema luteovittatum,1891,Brazil,0,1,0,0,0,0,0
Synema,Synema luridum,1880,Peru,0,1,0,0,0,0,0
Synema,Synema pusillum,1955,Venezuela,0,1,0,0,0,0,0
Synema,Synema putum,1891,Guatemala,1,0,0,0,0,0,0
Synema,Synema plorator,1872,"Eastern Europe, Tunesia, Middle East, Caucasus, Iran to Central Asia",0,0,1,1,1,0,0
Synema,Synema pluripunctatum,1929,Brazil,0,1,0,0,0,0,0
Synema,Synema pereirai,1943,Brazil,0,1,0,0,0,0,0
Synema,Synema pichoni,1963,China,0,0,0,0,1,0,0
Synema,Synema parvulum,1847,"USA, Mexico",1,0,0,0,0,0,0
Synema,Synema pauciaculeis,1947,East Africa,0,0,0,1,0,0,0
Synema,Synema papuanellum,1913,New Guinea,0,0,0,1,0,0,0
Synema,Synema paraense,1929,Brazil,0,1,0,0,0,0,0
Synema,Synema ornatum,1875,"Hungary, Ukraine, Russia (Europe, Caucasus), Azerbaijan",0,0,1,0,1,0,0
Synema,Synema palliatum,1891,Panama,1,0,0,0,0,0,0
Synema,Synema obscuripes,1907,Madagascar,0,0,0,1,0,0,0
Synema,Synema opulentum,1886,"Vietnam, Indonesia (Sumatra)",0,0,0,0,1,0,0
Synema,Synema nitidulum,1929,Brazil,0,1,0,0,0,0,0
Synema,Synema obscurifrons,1907,Madagascar,0,0,0,1,0,0,0
Synema,Synema fuscomandibulatum,1925,Panama,1,0,0,0,0,0,0
Synema,Synema fuelleborni,1907,East Africa,0,0,0,1,0,0,0
Synema,Synema globosum,1775,"Europe, Turkey, Caucasus, Russia (Europe to Far East), Israel, Iran, Central Asia, China, Korea, Japan",0,0,1,0,1,0,0
Synema,Synema glaucothorax,1934,Brazil,0,1,0,0,0,0,0
Synema,Synema haemorrhoidale,1907,Paraguay,0,1,0,0,0,0,0
Synema,Synema gracilipes,1907,"Congo, East Africa",0,0,0,1,0,0,0
Synema,Synema helvolum,1907,Guinea-Bissau,0,0,0,1,0,0,0
Synema,Synema haenschi,1907,"Guatemala, Brazil",1,1,0,0,0,0,0
Synema,Synema fasciatum,1929,Brazil,0,1,0,0,0,0,0
Synema,Synema diana,1826,Tunisia to Saudi Arabia,0,0,0,1,1,0,0
Synema,Synema zonatum,1988,China,0,0,0,0,1,0,0
Synema,Synema buettneri,1907,"Cameroon, Togo",0,0,0,1,0,0,0
Synema,Synema bourgini,1942,Guinea,0,0,0,1,0,0,0
Synema,Synema candicans,1876,Egypt,0,0,0,1,0,0,0
Synema,Synema camerunense,1907,Cameroon,0,0,0,1,0,0,0
Synema,Synema berlandi,1919,"Ethiopia, East Africa",0,0,0,1,0,0,0
Synema,Synema bellum,1944,Brazil,0,1,0,0,0,0,0
Synema,Synema bishopi,1955,"Venezuela, French Guiana",0,1,0,0,0,0,0
Synema,Synema bipunctatum,1872,"Brazil, French Guiana",0,1,0,0,0,0,0
Synema,Synema curvatum,1907,East Africa,0,0,0,1,0,0,0
Synema,Synema conradti,1907,Cameroon,0,0,0,1,0,0,0
Synema,Synema decoratum,1960,"India, China",0,0,0,0,1,0,0
Synema,Synema decens,1878,South Africa,0,0,0,1,0,0,0
Synema,Synema cervinum,1936,China,0,0,0,0,1,0,0
Synema,Synema caucasicum,1960,Georgia,0,0,0,0,1,0,0
Synema,Synema concolor,1947,East Africa,0,0,0,1,0,0,0
Synema,Synema chikunii,1983,Japan,0,0,0,0,1,0,0
Synema,Synema abrahami,1948,Guyana,0,1,0,0,0,0,0
Synema,Synema anatolica,2009,"Turkey, Iran",0,0,0,0,1,0,0
Synema,Synema annulipes,1907,East Africa,0,0,0,1,0,0,0
Synema,Synema bariguiensis,1947,Brazil,0,1,0,0,0,0,0
Synema,Synema batarasa,1995,Philippines,0,0,0,0,1,0,0
Synema,Synema adjunctum,1891,Panama,1,0,0,0,0,0,0
Synema,Synema aequinoctiale,1872,"Mexico, French Guiana",1,1,0,0,0,0,0
Synema,Synema affinitatum,1891,Mexico to Brazil,1,1,0,0,0,0,0
Synema,Synema albomaculatum,2001,Bhutan,0,0,0,0,1,0,0
Synema,Synema langheldi,1907,"East, Southern Africa",0,0,0,1,0,0,0
Synema,Synema lanceolatum,1929,Brazil,0,1,0,0,0,0,0
Synema,Synema jaspideum,1907,"Sierra Leone, Equatorial Guinea (Bioko)",0,0,0,1,0,0,0
Synema,Synema interjectivum,1947,Brazil,0,1,0,0,0,0,0
Synema,Synema imitator,1883,"Ethiopia, East, South Africa",0,0,0,1,0,0,0
Synema,Synema illustre,1880,Peru,0,1,0,0,0,0,0
Synema,Synema hirtipes,1907,Zimbabwe,0,0,0,1,0,0,0
Synema,Synema hildebrandti,1907,Madagascar,0,0,0,1,0,0,0
Synema,Synema lunulatum,1907,Madagascar,0,0,0,1,0,0,0
Synema,Synema lopezi,1988,Mexico,1,0,0,0,0,0,0
Synema,Synema longispinosum,1907,East Africa,0,0,0,1,0,0,0
Synema,Synema longipes,1907,Togo,0,0,0,1,0,0,0
Synema,Synema lineatum,1894,Singapore,0,0,0,0,1,0,0
Synema,Synema latissimum,1907,Togo,0,0,0,1,0,0,0
Synema,Synema latispinum,1883,Peru,0,1,0,0,0,0,0
Synema,Synema laticeps,1907,East Africa,0,0,0,1,0,0,0
Synema,Synema flavum,1907,East Africa,0,0,0,1,0,0,0
Synema,Synema flexuosum,1907,East Africa,0,0,0,1,0,0,0
Synema,Synema flavimanum,1907,East Africa,0,0,0,1,0,0,0
Synema,Synema flavipes,1907,Togo,0,0,0,1,0,0,0
Synema,Synema fiebrigi,1907,Paraguay,0,1,0,0,0,0,0
Synema,Synema fischeri,1907,Somalia,0,0,0,1,0,0,0
Thomisus,Thomisus cancroides,1841,Unknown,0,0,0,0,0,0,0
Thomisus,Thomisus candidus,1866,Tropical Africa,0,0,0,1,0,0,0
Thomisus,Thomisus castaneiceps,1909,Vietnam,0,0,0,0,1,0,0
Thomisus,Thomisus cavaleriei,1963,China,0,0,0,0,1,0,0
Thomisus,Thomisus bonnieri,1902,Oman,0,0,0,0,1,0,0
Thomisus,Thomisus bueanus,1916,Cameroon,0,0,0,1,0,0,0
Thomisus,Thomisus bulani,1960,India,0,0,0,0,1,0,0
Thomisus,Thomisus callidus,1890,"Sri Lanka, Singapore, Indonesia (Sumatra, Nias Is., Java)",0,0,0,0,1,0,0
Thomisus,Thomisus daradioides,1890,South Africa to India,0,0,0,1,1,0,0
Thomisus,Thomisus dartevellei,1957,"Congo, Ethiopia, Malawi",0,0,0,1,0,0,0
Thomisus,Thomisus dentiger,1887,Myanmar,0,0,0,0,1,0,0
Thomisus,Thomisus destefanii,1941,Ethiopia,0,0,0,1,0,0,0
Thomisus,Thomisus citrinellus,1875,"Mediterranean, Africa, Seychelles, Yemen (mainland, Socotra), Iraq",0,0,1,1,1,0,0
Thomisus,Thomisus congoensis,1957,"Central, Southern Africa",0,0,0,1,0,0,0
Thomisus,Thomisus dalmasi,1919,Africa,0,0,0,1,0,0,0
Thomisus,Thomisus danieli,2004,India,0,0,0,0,1,0,0
Thomisus,Thomisus eminulus,2010,China,0,0,0,0,1,0,0
Thomisus,Thomisus elongatus,1869,India,0,0,0,0,1,0,0
Thomisus,Thomisus ghesquierei,1943,Congo,0,0,0,1,0,0,0
Thomisus,Thomisus galeatus,1909,Vietnam,0,0,0,0,1,0,0
Thomisus,Thomisus dhananjayi,2005,India,0,0,0,0,1,0,0
Thomisus,Thomisus dhakuriensis,1960,India,0,0,0,0,1,0,0
Thomisus,Thomisus dyali,1997,India,0,0,0,0,1,0,0
Thomisus,Thomisus duriusculus,1877,Indonesia (Sulawesi),0,0,0,0,1,0,0
Thomisus,Thomisus guangxicus,1995,China,0,0,0,0,1,0,0
Thomisus,Thomisus guadahyrensis,1880,Peru,0,1,0,0,0,0,0
Thomisus,Thomisus hui,1995,China,0,0,0,0,1,0,0
Thomisus,Thomisus hararinus,1947,Ethiopia,0,0,0,1,0,0,0
Thomisus,Thomisus gouluensis,2000,China,0,0,0,0,1,0,0
Thomisus,Thomisus godavariae,1992,India,0,0,0,0,1,0,0
Thomisus,Thomisus granulifrons,1906,"India, Sri Lanka",0,0,0,0,1,0,0
Thomisus,Thomisus granulatus,1880,Southern Africa,0,0,0,1,0,0,0
Thomisus,Thomisus albohirtus,1884,"North, East Africa, Yemen, Iran?",0,0,0,1,1,0,0
Thomisus,Thomisus amadelphus,1909,Vietnam,0,0,0,0,1,0,0
Thomisus,Thomisus albens,1885,"Pakistan, China (Yarkand)",0,0,0,0,1,0,0
Thomisus,Thomisus albertianus,1913,"Gabon, Congo, Uganda, Angola",0,0,0,1,0,0,0
Thomisus,Thomisus baghdeoi,2004,India,0,0,0,0,1,0,0
Thomisus,Thomisus australis,1957,"Central, Southern Africa",0,0,0,1,0,0,0
Thomisus,Thomisus ashishi,2005,India,0,0,0,0,1,0,0
Thomisus,Thomisus armillatus,1891,India (Nicobar Is.),0,0,0,0,1,0,0
Thomisus,Thomisus arabicus,1882,Yemen,0,0,0,0,1,0,0
Thomisus,Thomisus angustifrons,1858,Gabon,0,0,0,1,0,0,0
Thomisus,Thomisus angulatulus,1951,Gabon,0,0,0,1,0,0,0
Thomisus,Thomisus andamanensis,1980,"India (mainland, Andaman Is.)",0,0,0,0,1,0,0
Thomisus,Thomisus boesenbergi,1891,Madagascar,0,0,0,1,0,0,0
Thomisus,Thomisus blandus,1880,"Africa, Yemen",0,0,0,1,1,0,0
Thomisus,Thomisus bigibbosus,1881,USA,1,0,0,0,0,0,0
Thomisus,Thomisus bidentatus,1901,"West Africa to Saudi Arabia, Yemen",0,0,0,1,1,0,0
Thomisus,Thomisus bicolor,1837,USA,1,0,0,0,0,0,0
Thomisus,Thomisus benoiti,1959,Congo,0,0,0,1,0,0,0
Thomisus,Thomisus beautifularis,1965,India,0,0,0,0,1,0,0
Thomisus,Thomisus bargi,2004,India,0,0,0,0,1,0,0
Thomisus,Thomisus transversus,1937,China,0,0,0,0,1,0,0
Thomisus,Thomisus tripunctatus,1858,West Africa,0,0,0,1,0,0,0
Thomisus,Thomisus swatowensis,1907,China,0,0,0,0,1,0,0
Thomisus,Thomisus tetricus,1890,Yemen,0,0,0,0,1,0,0
Thomisus,Thomisus stoliczkai,1887,Myanmar,0,0,0,0,1,0,0
Thomisus,Thomisus sundari,2001,India,0,0,0,0,1,0,0
Thomisus,Thomisus stenningi,1900,"Africa, Seychelles, Yemen",0,0,0,1,1,0,0
Thomisus,Thomisus stigmatisatus,1837,USA,1,0,0,0,0,0,0
Thomisus,Thomisus wangi,2012,China,0,0,0,0,1,0,0
Thomisus,Thomisus whitakeri,2004,India,0,0,0,0,1,0,0
Thomisus,Thomisus viveki,2004,India,0,0,0,0,1,0,0
Thomisus,Thomisus vulnerabilis,1929,Myanmar,0,0,0,0,1,0,0
Thomisus,Thomisus unidentatus,2007,"Yemen, Iraq, Iran, India",0,0,0,0,1,0,0
Thomisus,Thomisus venulatus,1841,Algeria,0,0,0,1,0,0,0
Thomisus,Thomisus tuberculatus,1935,Pakistan,0,0,0,0,1,0,0
Thomisus,Thomisus turgidus,1837,USA,1,0,0,0,0,0,0
Thomisus,Thomisus magaspangus,2013,China,0,0,0,0,1,0,0
Thomisus,Thomisus telanganaensis,2015,India,0,0,0,0,1,0,0
Thomisus,Thomisus zyuzini,1990,"Turkey, Saudi Arabia to Central Asia",0,0,0,0,1,0,0
Thomisus,Thomisus zuluanus,1942,South Africa,0,0,0,1,0,0,0
Thomisus,Thomisus zhui,1988,China,0,0,0,0,1,0,0
Thomisus,Thomisus zaheeri,2008,Pakistan,0,0,0,0,1,0,0
Thomisus,Thomisus yemensis,2007,Yemen,0,0,0,0,1,0,0
Thomisus,Thomisus nossibeensis,1907,Madagascar,0,0,0,1,0,0,0
Thomisus,Thomisus obscuratus,1947,East Africa,0,0,0,1,0,0,0
Thomisus,Thomisus obtusesetulosus,1961,Senegal,0,0,0,1,0,0,0
Thomisus,Thomisus ochraceus,1841,Algeria,0,0,0,1,0,0,0
Thomisus,Thomisus odiosus,1898,Mexico,1,0,0,0,0,0,0
Thomisus,Thomisus okinawensis,1907,"Thailand to Japan (Ryukyu Is.), Philippines, Indonesia",0,0,0,0,1,0,0
Thomisus,Thomisus onustus,1805,"Selvagens Is., Europe, North Africa, Turkey, Caucasus, Russia (Europe to South Siberia), Israel, Central Asia, Iran, China, Korea, Japan",0,0,1,1,1,0,0
Thomisus,Thomisus oscitans,1837,USA,1,0,0,0,0,0,0
Thomisus,Thomisus pateli,2004,India,0,0,0,0,1,0,0
Thomisus,Thomisus pathaki,2004,India,0,0,0,0,1,0,0
Thomisus,Thomisus penicillatus,1909,Vietnam,0,0,0,0,1,0,0
Thomisus,Thomisus perspicillatus,1890,"Borneo, Sulawesi",0,0,0,0,1,0,0
Thomisus,Thomisus pooneus,1965,India,0,0,0,0,1,0,0
Thomisus,Thomisus pritiae,2005,India,0,0,0,0,1,0,0
Thomisus,Thomisus modestus,1870,Italy,0,0,1,0,0,0,0
Thomisus,Thomisus natalensis,1942,Southern Africa,0,0,0,1,0,0,0
Thomisus,Thomisus nepenthiphilus,1930,Indonesia (Sumatra),0,0,0,0,1,0,0
Thomisus,Thomisus nirmali,2007,India,0,0,0,0,1,0,0
Thomisus,Thomisus marginifrons,1963,China,0,0,0,0,1,0,0
Thomisus,Thomisus meenae,2005,India,0,0,0,0,1,0,0
Thomisus,Thomisus melanostethus,1909,Vietnam,0,0,0,0,1,0,0
Thomisus,Thomisus mimae,1963,India,0,0,0,0,1,0,0
Thomisus,Thomisus machadoi,1959,"Angola, Cape Verde Is., South Africa",0,0,0,1,0,0,0
Thomisus,Thomisus madagascariensis,1957,Madagascar,0,0,0,1,0,0,0
Thomisus,Thomisus manishae,2005,India,0,0,0,0,1,0,0
Thomisus,Thomisus manjuae,2005,India,0,0,0,0,1,0,0
Thomisus,Thomisus leucaspis,1906,"India, New Caledonia",0,0,0,0,1,1,0
Thomisus,Thomisus litoris,1913,Central Africa,0,0,0,1,0,0,0
Thomisus,Thomisus lobosus,1965,India,0,0,0,0,1,0,0
Thomisus,Thomisus ludhianaensis,1997,India,0,0,0,0,1,0,0
Thomisus,Thomisus labefactus,1881,"China, Korea, Taiwan, Japan",0,0,0,0,1,0,0
Thomisus,Thomisus krishnae,1992,India,0,0,0,0,1,0,0
Thomisus,Thomisus lamperti,1907,Madagascar,0,0,0,1,0,0,0
Thomisus,Thomisus laglaizei,1877,"Myanmar, Philippines, Indonesia (Java, Sumatra)",0,0,0,0,1,0,0
Thomisus,Thomisus kitamurai,1943,Japan (Ryukyu Is.),0,0,0,0,1,0,0
Thomisus,Thomisus keralae,2005,India,0,0,0,0,1,0,0
Thomisus,Thomisus kokiwadai,2004,India,0,0,0,0,1,0,0
Thomisus,Thomisus kiwuensis,1913,Central Africa,0,0,0,1,0,0,0
Thomisus,Thomisus jocquei,1988,Malawi,0,0,0,1,0,0,0
Thomisus,Thomisus janinae,1957,"Congo, Tanzania",0,0,0,1,0,0,0
Thomisus,Thomisus katrajghatus,1963,India,0,0,0,0,1,0,0
Thomisus,Thomisus kalaharinus,1936,"Africa, Yemen",0,0,0,1,1,0,0
Thomisus,Thomisus ilocanus,1995,Philippines,0,0,0,0,1,0,0
Thomisus,Thomisus hunanensis,2000,China,0,0,0,0,1,0,0
Thomisus,Thomisus italongus,1995,Philippines,0,0,0,0,1,0,0
Thomisus,Thomisus iswadus,1995,Philippines,0,0,0,0,1,0,0
Thomisus,Thomisus spectabilis,1859,India to Australia,0,0,0,0,1,1,0
Thomisus,Thomisus spiculosus,1901,"West, Central, Southern Africa",0,0,0,1,0,0,0
Thomisus,Thomisus socotrensis,2007,Yemen (Socotra),0,0,0,0,1,0,0
Thomisus,Thomisus sorajaii,1963,India,0,0,0,0,1,0,0
Thomisus,Thomisus sikkimensis,1962,India,0,0,0,0,1,0,0
Thomisus,Thomisus simoni,2004,India,0,0,0,0,1,0,0
Thomisus,Thomisus shillongensis,1963,India,0,0,0,0,1,0,0
Thomisus,Thomisus shivajiensis,1965,India,0,0,0,0,1,0,0
Thomisus,Thomisus schultzei,1910,"Namibia, South Africa",0,0,0,1,0,0,0
Thomisus,Thomisus scrupeus,1886,Africa,0,0,0,1,0,0,0
Thomisus,Thomisus roeweri,1957,Tanzania,0,0,0,1,0,0,0
Thomisus,Thomisus schoutedeni,1957,Congo,0,0,0,1,0,0,0
Thomisus,Thomisus rigoratus,1906,India,0,0,0,0,1,0,0
Thomisus,Thomisus rishus,1970,India,0,0,0,0,1,0,0
Thomisus,Thomisus rajani,2001,India,0,0,0,0,1,0,0
Thomisus,Thomisus retirugus,1909,Vietnam,0,0,0,0,1,0,0
Thomisus,Thomisus pugilis,1869,India,0,0,0,0,1,0,0
Thomisus,Thomisus projectus,1960,India,0,0,0,0,1,0,0
Tharrhalea,Tharrhalea evanida,1867,"Australia (Northern Territory, Queensland, New South Wales), New Guinea",0,0,0,1,0,1,0
Tharrhalea,Tharrhalea multopunctata,1874,"Australia (Western Australia, South Australia, Queensland, New South Wales, Victoria), New Guinea",0,0,0,1,0,1,0
Tharrhalea,Tharrhalea praetexta,1865,Samoa,0,0,0,0,0,1,0
Tharrhalea,Tharrhalea pulleinei,1915,"Australia (South Australia, New South Wales)",0,0,0,0,0,1,0
Tharrhalea,Tharrhalea prasina,1876,"Australia (Queensland, New South Wales)",0,0,0,0,0,1,0
Tharrhalea,Tharrhalea albipes,1875,"New Guinea, Australia (Northern Australia)",0,0,0,1,0,1,0
Tharrhalea,Tharrhalea variabilis,1875,"Australia (Queensland, New South Wales)",0,0,0,0,0,1,0
Tharrhalea,Tharrhalea cerussata,1886,Madagascar,0,0,0,1,0,0,0
Tharrhalea,Tharrhalea bicornis,1895,Philippines,0,0,0,0,1,0,0
Tharrhalea,Tharrhalea irrorata,1881,Australia (Queensland),0,0,0,0,0,1,0
Tharrhalea,Tharrhalea fusca,1877,Indonesia (Sulawesi),0,0,0,0,1,0,0
Tharrhalea,Tharrhalea maculata,1911,New Guinea,0,0,0,1,0,0,0
Tharrhalea,Tharrhalea luzonica,1880,Philippines,0,0,0,0,1,0,0
Tharrhalea,Tharrhalea semiargentea,1895,Madagascar,0,0,0,1,0,0,0
Tharrhalea,Tharrhalea mariae,1995,Philippines,0,0,0,0,1,0,0
Tharrhalea,Tharrhalea variegata,1911,New Guinea,0,0,0,1,0,0,0
Tharrhalea,Tharrhalea superpicta,1886,Madagascar,0,0,0,1,0,0,0
Thomisops,Thomisops pupa,1879,Africa,0,0,0,1,0,0,0
Thomisops,Thomisops sanmen,1992,China,0,0,0,0,1,0,0
Thomisops,Thomisops lesserti,1942,"West, Central, Southern Africa",0,0,0,1,0,0,0
Thomisops,Thomisops melanopes,1989,South Africa,0,0,0,1,0,0,0
Thomisops,Thomisops cretaceus,1964,"Ivory Coast, Cameroon",0,0,0,1,0,0,0
Thomisops,Thomisops granulatus,1989,South Africa,0,0,0,1,0,0,0
Thomisops,Thomisops altus,2010,China,0,0,0,0,1,0,0
Thomisops,Thomisops bullatus,1895,Southern Africa,0,0,0,1,0,0,0
Thomisops,Thomisops senegalensis,1942,"West, Central, Southern Africa",0,0,0,1,0,0,0
Thomisops,Thomisops sulcatus,1895,Africa,0,0,0,1,0,0,0
Tagulinus,Tagulinus histrio,1903,Vietnam,0,0,0,0,1,0,0
Tagulis,Tagulis granulosus,1895,Sierra Leone,0,0,0,1,0,0,0
Tagulis,Tagulis mystacinus,1895,Sri Lanka,0,0,0,0,1,0,0
Talaus,Talaus dulongjiang,2008,China,0,0,0,0,1,0,0
Talaus,Talaus elegans,1890,Indonesia (Sumatra),0,0,0,0,1,0,0
Talaus,Talaus niger,2008,China,0,0,0,0,1,0,0
Talaus,Talaus oblitus,1899,Sri Lanka,0,0,0,0,1,0,0
Talaus,Talaus limbatus,1895,South Africa,0,0,0,1,0,0,0
Talaus,Talaus nanus,1890,"Myanmar, Indonesia (Java)",0,0,0,0,1,0,0
Talaus,Talaus sulcus,2010,China,0,0,0,0,1,0,0
Talaus,Talaus semicastaneus,1909,Vietnam,0,0,0,0,1,0,0
Talaus,Talaus samchi,2001,Bhutan,0,0,0,0,1,0,0
Talaus,Talaus opportunus,1873,India,0,0,0,0,1,0,0
Talaus,Talaus xiphosus,2007,China,0,0,0,0,1,0,0
Talaus,Talaus triangulifer,1886,Indonesia (Sumatra),0,0,0,0,1,0,0
Tarrocanus,Tarrocanus jaffnaensis,2019,Sri Lanka,0,0,0,0,1,0,0
Tarrocanus,Tarrocanus capra,1895,Sri Lanka,0,0,0,0,1,0,0
Taypaliito,Taypaliito iorebotco,1995,Philippines,0,0,0,0,1,0,0
Tharpyna,Tharpyna campestrata,1874,"Australia (Queensland, Western Australia)",0,0,0,0,0,1,0
Tharpyna,Tharpyna decorata,1878,Australia (New South Wales),0,0,0,0,0,1,0
Tharpyna,Tharpyna diademata,1874,"Australia (mainland, Lord Howe Is.)",0,0,0,0,0,1,0
Tharpyna,Tharpyna himachalensis,1979,India,0,0,0,0,1,0,0
Tharpyna,Tharpyna hirsuta,1875,Australia,0,0,0,0,0,1,0
Tharpyna,Tharpyna indica,1979,India,0,0,0,0,1,0,0
Tharpyna,Tharpyna munda,1875,Australia,0,0,0,0,0,1,0
Tharpyna,Tharpyna simpsoni,1944,Australia (South Australia),0,0,0,0,0,1,0
Tharpyna,Tharpyna speciosa,1920,Australia (Lord Howe Is.),0,0,0,0,0,1,0
Tharpyna,Tharpyna varica,1890,Indonesia (Java),0,0,0,0,1,0,0
Tharpyna,Tharpyna venusta,1874,Australia (New South Wales),0,0,0,0,0,1,0
Tharpyna,Tharpyna albosignata,1876,"Australia (Queensland, New South Wales)",0,0,0,0,0,1,0
Soelteria,Soelteria nigra,1907,Madagascar,0,0,0,1,0,0,0
Smodicinus,Smodicinus coroniger,1895,"West, Southern Africa",0,0,0,1,0,0,0
Smodicinodes,Smodicinodes schwendingeri,2002,"China, Thailand",0,0,0,0,1,0,0
Smodicinodes,Smodicinodes yaoi,2010,China,0,0,0,0,1,0,0
Smodicinodes,Smodicinodes hupingensis,2004,China,0,0,0,0,1,0,0
Smodicinodes,Smodicinodes kovaci,1993,Malaysia,0,0,0,0,1,0,0
Sinothomisus,Sinothomisus hainanus,1994,China,0,0,0,0,1,0,0
Sinothomisus,Sinothomisus liae,2006,China,0,0,0,0,1,0,0
Simorcus,Simorcus vanharteni,2010,"Yemen, Tanzania",0,0,0,1,1,0,0
Simorcus,Simorcus okavango,2010,Botswana,0,0,0,1,0,0,0
Simorcus,Simorcus lotzi,2010,"Namibia, Botswana, South Africa",0,0,0,1,0,0,0
Simorcus,Simorcus kalemie,2010,Congo,0,0,0,1,0,0,0
Simorcus,Simorcus itombwe,2010,Congo,0,0,0,1,0,0,0
Simorcus,Simorcus hakos,2010,Namibia,0,0,0,1,0,0,0
Simorcus,Simorcus haddadi,2010,South Africa,0,0,0,1,0,0,0
Simorcus,Simorcus guinea,2010,"Guinea, Congo",0,0,0,1,0,0,0
Simorcus,Simorcus cummingae,2010,"Botswana, Zimbabwe",0,0,0,1,0,0,0
Simorcus,Simorcus cotti,1936,"Tanzania, Mozambique, Swaziland, South Africa",0,0,0,1,0,0,0
Simorcus,Simorcus coronatus,1907,"West, Central Africa",0,0,0,1,0,0,0
Simorcus,Simorcus capensis,1895,"Tanzania, South Africa",0,0,0,1,0,0,0
Simorcus,Simorcus asiaticus,1989,China,0,0,0,0,1,0,0
Sidymella,Sidymella marmorata,2019,"Colombia, Ecuador",0,1,0,0,0,0,0
Sidymella,Sidymella sigillata,1941,Uruguay,0,1,0,0,0,0,0
Sidymella,Sidymella trapezia,1874,Australia,0,0,0,0,0,1,0
Sidymella,Sidymella furcillata,1880,"Brazil, Argentina",0,1,0,0,0,0,0
Sidymella,Sidymella excavata,2019,"Colombia, Ecuador, Peru, Argentina",0,1,0,0,0,0,0
Sidymella,Sidymella longispina,1943,"Brazil, Argentina",0,1,0,0,0,0,0
Sidymella,Sidymella lucida,1880,"Colombia, Ecuador, Brazil, Uruguay, Argentina",0,1,0,0,0,0,0
Sidymella,Sidymella nigripes,1947,Brazil,0,1,0,0,0,0,0
Sidymella,Sidymella rubrosignata,1874,Australia (New South Wales),0,0,0,0,0,1,0
