genus,species,year,locality,N-America,S-America,Europe,Africa,Asia,Oceania,Antarctica
Alpaida,Alpaida picchu,1988,Peru,0,1,0,0,0,0,0
Alpaida,Alpaida nonoai,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida niveosigillata,1941,"Colombia, Ecuador",0,1,0,0,0,0,0
Alpaida,Alpaida oliverioi,1948,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida octolobata,1988,"Brazil, Argentina",0,1,0,0,0,0,0
Alpaida,Alpaida navicula,1871,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida natal,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida nigrofrenata,1895,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida negro,1988,"Colombia, Brazil",0,1,0,0,0,0,0
Alpaida,Alpaida nadleri,1988,Venezuela,0,1,0,0,0,0,0
Alpaida,Alpaida murtinho,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida narino,1988,Colombia,0,1,0,0,0,0,0
Alpaida,Alpaida nancho,1988,Peru,0,1,0,0,0,0,0
Alpaida,Alpaida moka,1988,"Peru, Brazil, Bolivia",0,1,0,0,0,0,0
Alpaida,Alpaida monzon,1988,Peru,0,1,0,0,0,0,0
Alpaida,Alpaida morro,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida muco,1988,Colombia,0,1,0,0,0,0,0
Alpaida,Alpaida marmorata,1873,"Ecuador, Peru, French Guiana",0,1,0,0,0,0,0
Alpaida,Alpaida marta,1988,Colombia,0,1,0,0,0,0,0
Alpaida,Alpaida mato,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida moata,1936,"Panama, Colombia",1,1,0,0,0,0,0
Alpaida,Alpaida lubinae,1988,Venezuela,0,1,0,0,0,0,0
Alpaida,Alpaida machala,1988,Ecuador,0,1,0,0,0,0,0
Alpaida,Alpaida madeira,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida manicata,1988,"Colombia, Brazil",0,1,0,0,0,0,0
Alpaida,Alpaida kochalkai,1988,Colombia,0,1,0,0,0,0,0
Alpaida,Alpaida latro,1775,"Brazil, Uruguay, Paraguay, Argentina",0,1,0,0,0,0,0
Alpaida,Alpaida leucogramma,1841,Panama to Argentina,1,1,0,0,0,0,0
Alpaida,Alpaida lomba,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida utiariti,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida utcuyacu,1988,Peru,0,1,0,0,0,0,0
Alpaida,Alpaida urucuca,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida tuonabo,1936,Panama,1,0,0,0,0,0,0
Alpaida,Alpaida tullgreni,1955,Venezuela,0,1,0,0,0,0,0
Alpaida,Alpaida truncata,1865,Mexico to Argentina,1,1,0,0,0,0,0
Alpaida,Alpaida trispinosa,1892,Panama to Argentina,1,1,0,0,0,0,0
Alpaida,Alpaida trilineata,1878,Peru,0,1,0,0,0,0,0
Alpaida,Alpaida tonze,2010,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida toninho,2013,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida tijuca,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida thaxteri,1988,Trinidad,1,0,0,0,0,0,0
Alpaida,Alpaida teresinha,2013,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida tayos,1988,"Ecuador, Peru, Brazil, Guyana, French Guiana",0,1,0,0,0,0,0
Alpaida,Alpaida tabula,1895,Guyana to Bolivia,0,1,0,0,0,0,0
Alpaida,Alpaida sumare,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida sobradinho,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida sulphurea,1873,French Guiana,0,1,0,0,0,0,0
Alpaida,Alpaida silencio,1988,Colombia,0,1,0,0,0,0,0
Alpaida,Alpaida simla,1988,"Trinidad, Brazil",1,1,0,0,0,0,0
Alpaida,Alpaida septemmammata,1889,Mexico to Argentina,1,1,0,0,0,0,0
Alpaida,Alpaida sevilla,1988,Colombia,0,1,0,0,0,0,0
Alpaida,Alpaida schneblei,1988,Colombia,0,1,0,0,0,0,0
Alpaida,Alpaida scriba,1940,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida sandrei,1895,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida santosi,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida rostratula,1892,"Brazil, Argentina",0,1,0,0,0,0,0
Alpaida,Alpaida rubellula,1892,"Brazil, Paraguay, Argentina",0,1,0,0,0,0,0
Alpaida,Alpaida rosa,1988,"Brazil, Argentina",0,1,0,0,0,0,0
Alpaida,Alpaida rossi,1988,"Peru, Brazil",0,1,0,0,0,0,0
Alpaida,Alpaida queremal,1988,Colombia,0,1,0,0,0,0,0
Alpaida,Alpaida rioja,1988,"Brazil, Argentina",0,1,0,0,0,0,0
Alpaida,Alpaida chaco,1988,Paraguay,0,1,0,0,0,0,0
Alpaida,Alpaida carminea,1878,"Peru, Brazil, Paraguay, Argentina",0,1,0,0,0,0,0
Alpaida,Alpaida chapada,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida championi,1889,Guatemala to Colombia,1,1,0,0,0,0,0
Alpaida,Alpaida cisneros,1988,"Colombia, Ecuador",0,1,0,0,0,0,0
Alpaida,Alpaida chickeringi,1988,Panama to Brazil,1,1,0,0,0,0,0
Alpaida,Alpaida conica,1889,Panama,1,0,0,0,0,0,0
Alpaida,Alpaida citrina,1892,"Brazil, Argentina",0,1,0,0,0,0,0
Alpaida,Alpaida boraceia,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida boa,1988,"Brazil, French Guiana",0,1,0,0,0,0,0
Alpaida,Alpaida cali,1988,Colombia,0,1,0,0,0,0,0
Alpaida,Alpaida cachimbo,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida canela,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida calotypa,1916,Peru,0,1,0,0,0,0,0
Alpaida,Alpaida caramba,2011,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida canoa,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida darlingtoni,1988,Colombia,0,1,0,0,0,0,0
Alpaida,Alpaida cuyabeno,1988,"Colombia, Ecuador",0,1,0,0,0,0,0
Alpaida,Alpaida delicata,1892,"Colombia, Peru, Bolivia, Brazil, French Guiana",0,1,0,0,0,0,0
Alpaida,Alpaida deborae,1988,"Brazil, Suriname, French Guiana",0,1,0,0,0,0,0
Alpaida,Alpaida coroico,1988,Bolivia,0,1,0,0,0,0,0
Alpaida,Alpaida constant,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida cuiaba,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida costai,1988,Argentina,0,1,0,0,0,0,0
Alpaida,Alpaida gallardoi,1988,"Brazil, Paraguay, Argentina",0,1,0,0,0,0,0
Alpaida,Alpaida erythrothorax,1873,"French Guiana, Brazil",0,1,0,0,0,0,0
Alpaida,Alpaida graphica,1889,Mexico to Panama,1,0,0,0,0,0,0
Alpaida,Alpaida gracia,1988,Argentina,0,1,0,0,0,0,0
Alpaida,Alpaida eberhardi,1988,Colombia,0,1,0,0,0,0,0
Alpaida,Alpaida dominica,1988,Lesser Antilles,1,0,0,0,0,0,0
Alpaida,Alpaida ericae,1988,"Brazil, Argentina",0,1,0,0,0,0,0
Alpaida,Alpaida elegantula,1965,Martinique,1,0,0,0,0,0,0
Alpaida,Alpaida haligera,1971,"Peru, Venezuela",0,1,0,0,0,0,0
Alpaida,Alpaida hartliebi,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida hoffmanni,1988,"Brazil, Paraguay",0,1,0,0,0,0,0
Alpaida,Alpaida holmbergi,1988,Argentina,0,1,0,0,0,0,0
Alpaida,Alpaida grayi,1863,"Brazil, Paraguay, Uruguay, Argentina",0,1,0,0,0,0,0
Alpaida,Alpaida guimaraes,1988,"Brazil, Guyana",0,1,0,0,0,0,0
Alpaida,Alpaida gurupi,1988,"Colombia, Brazil",0,1,0,0,0,0,0
Alpaida,Alpaida guto,2008,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida itauba,1988,"Brazil, Argentina",0,1,0,0,0,0,0
Alpaida,Alpaida jacaranda,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida kartabo,1988,Guyana,0,1,0,0,0,0,0
Alpaida,Alpaida keyserlingi,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida iguazu,1988,"Brazil, Argentina",0,1,0,0,0,0,0
Alpaida,Alpaida iquitos,1988,"Peru, Ecuador, Brazil, French Guiana",0,1,0,0,0,0,0
Alpaida,Alpaida itacolomi,2010,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida itapua,1988,Paraguay,0,1,0,0,0,0,0
Alpaida,Alpaida anchicaya,1988,Colombia,0,1,0,0,0,0,0
Alpaida,Alpaida amambay,1988,"Colombia, Paraguay",0,1,0,0,0,0,0
Alpaida,Alpaida alvarengai,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida alto,1988,Paraguay,0,1,0,0,0,0,0
Alpaida,Alpaida alticeps,1879,"Brazil, Paraguay",0,1,0,0,0,0,0
Alpaida,Alpaida almada,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida albocincta,1945,Venezuela to Argentina,0,1,0,0,0,0,0
Alpaida,Alpaida acuta,1865,Panama to Argentina,1,1,0,0,0,0,0
Alpaida,Alpaida bischoffi,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida bicornuta,1878,Costa Rica to Argentina,1,1,0,0,0,0,0
Alpaida,Alpaida biasii,1988,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida banos,1988,"Colombia, Ecuador, French Guiana",0,1,0,0,0,0,0
Alpaida,Alpaida atomaria,1895,"Brazil, Argentina",0,1,0,0,0,0,0
Alpaida,Alpaida arvoredo,2011,Brazil,0,1,0,0,0,0,0
Alpaida,Alpaida antonio,1988,"Brazil, Guyana, French Guiana",0,1,0,0,0,0,0
Alpaida,Alpaida angra,1988,Brazil,0,1,0,0,0,0,0
Allocyclosa,Allocyclosa bifurca,1887,"USA to Panama, Cuba, Hispaniola",1,0,0,0,0,0,0
Agalenatea,Agalenatea liriope,1875,"Ethiopia, Yemen",0,0,0,1,1,0,0
Agalenatea,Agalenatea redii,1763,"Europe, Turkey, Caucasus, Russia (Europe to South Siberia), Iran, Central Asia, China",0,0,1,0,1,0,0
Afracantha,Afracantha camerunensis,1899,"West, Central, East Africa",0,0,0,1,0,0,0
Alenatea,Alenatea fuscocolorata,1906,"China, Korea, Taiwan, Japan",0,0,0,0,1,0,0
Alenatea,Alenatea touxie,1999,China,0,0,0,0,1,0,0
Alenatea,Alenatea wangi,1999,China,0,0,0,0,1,0,0
Aethrodiscus,Aethrodiscus transversalis,1913,Central Africa,0,0,0,1,0,0,0
Aetrocantha,Aetrocantha falkensteini,1879,"West, Central Africa",0,0,0,1,0,0,0
Aethriscus,Aethriscus olivaceus,1902,Congo,0,0,0,1,0,0,0
Aethriscus,Aethriscus pani,1930,Congo,0,0,0,1,0,0,0
Acusilas,Acusilas coccineus,1895,"India, China to Indonesia (Moluccas)",0,0,0,0,1,0,0
Acusilas,Acusilas dahoneus,1995,Philippines,0,0,0,0,1,0,0
Acusilas,Acusilas africanus,1895,"West, Central, East Africa",0,0,0,1,0,0,0
Acusilas,Acusilas callidus,2008,Indonesia (Sulawesi),0,0,0,0,1,0,0
Acusilas,Acusilas vilei,2008,Indonesia (Sulawesi),0,0,0,0,1,0,0
Acusilas,Acusilas malaccensis,1983,"Thailand, Laos, China, Malaysia, Sumatra, Borneo",0,0,0,0,1,0,0
Acusilas,Acusilas lepidus,1898,Myanmar,0,0,0,0,1,0,0
Acusilas,Acusilas vei,2008,Indonesia (Sulawesi),0,0,0,0,1,0,0
Acusilas,Acusilas spiralis,2008,Indonesia (Sumatra),0,0,0,0,1,0,0
Aculepeira,Aculepeira azul,1991,Panama,1,0,0,0,0,0,0
Aculepeira,Aculepeira armida,1826,"Southern Europe, Turkey, Israel, Russia (Europe to Far East), Central Asia to China",0,0,1,0,1,0,0
Aculepeira,Aculepeira apa,1991,Paraguay,0,1,0,0,0,0,0
Aculepeira,Aculepeira angeloi,2005,Brazil,0,1,0,0,0,0,0
Aculepeira,Aculepeira albovittata,1941,"Paraguay, Argentina",0,1,0,0,0,0,0
Aculepeira,Aculepeira aculifera,1889,USA to Guatemala,1,0,0,0,0,0,0
Aculepeira,Aculepeira luosangensis,1990,China,0,0,0,0,1,0,0
Aculepeira,Aculepeira lapponica,1945,"Sweden, Finland, Russia (West Siberia)",0,0,1,0,0,0,0
Aculepeira,Aculepeira gravabilis,1889,Honduras to Panama,1,0,0,0,0,0,0
Aculepeira,Aculepeira escazu,1991,Costa Rica,1,0,0,0,0,0,0
Aculepeira,Aculepeira ceropegia,1802,"Europe, Turkey, Caucasus, Russia (Europe to West Siberia), Kazakhstan, Iran?",0,0,1,0,1,0,0
Aculepeira,Aculepeira carbonarioides,1892,"USA, Canada, Russia (Europe to Far East)",1,0,1,0,0,0,0
Aculepeira,Aculepeira carbonaria,1869,"Alps, southern Europe, Turkey, Russia (Europe and Central Asia), Kazakhstan, China",0,0,1,0,1,0,0
Aculepeira,Aculepeira busu,1991,Hispaniola,1,0,0,0,0,0,0
Aculepeira,Aculepeira talishia,1902,"Turkey, Iran, Caucasus to Central Asia",0,0,0,0,1,0,0
Aculepeira,Aculepeira travassosi,1948,Mexico to Argentina,1,1,0,0,0,0,0
Aculepeira,Aculepeira serpentina,2010,China,0,0,0,0,1,0,0
Aculepeira,Aculepeira taibaishanensis,1995,China,0,0,0,0,1,0,0
Aculepeira,Aculepeira morenoae,2013,Argentina,0,1,0,0,0,0,0
Aculepeira,Aculepeira packardi,1875,"North America, Russia (Urals to Far East), Kazakhstan, China",1,0,1,0,1,0,0
Aculepeira,Aculepeira machu,1991,Peru,0,1,0,0,0,0,0
Aculepeira,Aculepeira matsudae,1994,Japan,0,0,0,0,1,0,0
Aculepeira,Aculepeira visite,1991,Hispaniola,1,0,0,0,0,0,0
Aculepeira,Aculepeira vittata,1948,"Brazil, Paraguay, Argentina",0,1,0,0,0,0,0
Arachnura,Arachnura feredayi,1872,"Australia, Tasmania, New Zealand",0,0,0,0,0,1,0
Arachnura,Arachnura heptotubercula,1983,China,0,0,0,0,1,0,0
Arachnura,Arachnura angura,1970,India,0,0,0,0,1,0,0
Arachnura,Arachnura caudatella,1942,New Guinea,0,0,0,1,0,0,0
Arachnura,Arachnura melanura,1867,India to Indonesia (Sulawesi) and Japan,0,0,0,0,1,0,0
Arachnura,Arachnura perfissa,1895,Myanmar,0,0,0,0,1,0,0
Arachnura,Arachnura higginsi,1872,"Australia, Tasmania",0,0,0,0,0,1,0
Arachnura,Arachnura logio,1956,"China, Korea, Japan",0,0,0,0,1,0,0
Arachnura,Arachnura scorpionoides,1863,"Congo, Ethiopia, Seychelles, Mayotte, Madagascar, Mauritius, Réunion",0,0,0,1,0,0,0
Arachnura,Arachnura simoni,1924,New Caledonia,0,0,0,0,0,1,0
Arachnura,Arachnura pygmaea,1890,Indonesia (Nias Is.),0,0,0,0,1,0,0
Arachnura,Arachnura quinqueapicata,1911,Indonesia (Aru Is.),0,0,0,0,1,0,0
Arachnura,Arachnura spinosa,1933,Taiwan,0,0,0,0,1,0,0
Araneus,Araneus titirus,1896,"Chile, Argentina",0,1,0,0,0,0,0
Araneus,Araneus toma,1915,Papua New Guinea (Bismarck Arch.),0,0,0,0,0,1,0
Araneus,Araneus tijuca,1991,Brazil,0,1,0,0,0,0,0
Araneus,Araneus tinikdikitus,1995,Philippines,0,0,0,0,1,0,0
Araneus,Araneus thorelli,1942,Myanmar,0,0,0,0,1,0,0
Araneus,Araneus tiganus,1916,"Ecuador, Peru",0,1,0,0,0,0,0
Araneus,Araneus thaddeus,1847,North America,1,0,0,0,0,0,0
Araneus,Araneus thevenoti,1895,Tanzania (Zanzibar),0,0,0,1,0,0,0
Araneus,Araneus tetraspinulus,1990,China,0,0,0,0,1,0,0
Araneus,Araneus texanus,1951,USA,1,0,0,0,0,0,0
Araneus,Araneus tengxianensis,1994,China,0,0,0,0,1,0,0
Araneus,Araneus tepic,1991,Mexico,1,0,0,0,0,0,0
Araneus,Araneus tenancingo,1991,Mexico,1,0,0,0,0,0,0
Araneus,Araneus tenerius,1990,China,0,0,0,0,1,0,0
Araneus,Araneus tatsulokeus,1995,Philippines,0,0,0,0,1,0,0
Araneus,Araneus tellezi,1991,Mexico,1,0,0,0,0,0,0
Araneus,Araneus tatianae,1938,Congo,0,0,0,1,0,0,0
Araneus,Araneus tartaricus,1875,Central Asia to Korea,0,0,0,0,1,0,0
Araneus,Araneus taperae,1937,Ecuador to Suriname,0,1,0,0,0,0,0
Araneus,Araneus tamerlani,1942,Australia (Queensland),0,0,0,0,0,1,0
Araneus,Araneus tambopata,1991,Peru,0,1,0,0,0,0,0
Araneus,Araneus talipedatus,1887,Australia,0,0,0,0,0,1,0
Araneus,Araneus talca,1991,"Chile, Argentina",0,1,0,0,0,0,0
Araneus,Araneus talasi,1970,Kyrgyzstan,0,0,0,0,1,0,0
Araneus,Araneus taigunensis,1988,China,0,0,0,0,1,0,0
Araneus,Araneus sylvicola,1897,Australia (New South Wales),0,0,0,0,0,1,0
Araneus,Araneus sydneyicus,1887,"Australia (New South Wales, Victoria)",0,0,0,0,0,1,0
Araneus,Araneus svanetiensis,1997,Georgia,0,0,0,0,1,0,0
Araneus,Araneus sulfurinus,1883,"Ethiopia, East Africa",0,0,0,1,0,0,0
Araneus,Araneus subumbrosus,1961,Senegal,0,0,0,1,0,0,0
Araneus,Araneus sturmi,1831,"Europe, Turkey, Russia (Europe to Far East), Central Asia to China",0,0,1,0,1,0,0
Araneus,Araneus strupifer,1886,Tropical Africa,0,0,0,1,0,0,0
Araneus,Araneus stolidus,1887,Australia (New South Wales),0,0,0,0,0,1,0
Araneus,Araneus strandiellus,1951,"Central Asia (Russia, Kazakhstan, Uzbekistan, Tajikistan)",0,0,0,0,1,0,0
Araneus,Araneus striatipes,1877,Philippines,0,0,0,0,1,0,0
Araneus,Araneus strigatellus,1908,East Africa,0,0,0,1,0,0,0
Araneus,Araneus sponsus,1887,India,0,0,0,0,1,0,0
Araneus,Araneus squamifer,1886,Australia (Queensland),0,0,0,0,0,1,0
Araneus,Araneus stabilis,1892,"Brazil, Argentina",0,1,0,0,0,0,0
Araneus,Araneus stella,1879,"Russia (Far East), China, Korea, Japan",0,0,1,0,1,0,0
Araneus,Araneus sinistrellus,1942,Mexico,1,0,0,0,0,0,0
Araneus,Araneus sogdianus,1969,Central Asia,0,0,0,0,1,0,0
Araneus,Araneus spathurus,1890,Indonesia (Sumatra),0,0,0,0,1,0,0
Araneus,Araneus speculabundus,1871,"Australia, Samoa",0,0,0,0,0,1,0
Araneus,Araneus sernai,1991,Colombia,0,1,0,0,0,0,0
Araneus,Araneus shunhuangensis,1990,China,0,0,0,0,1,0,0
Araneus,Araneus sicki,1991,Brazil,0,1,0,0,0,0,0
Araneus,Araneus simillimus,1911,New Guinea,0,0,0,1,0,0,0
Araneus,Araneus senicaudatus,1908,Australia (Western Australia),0,0,0,0,0,1,0
Araneus,Araneus seminiger,1878,"Korea, Japan, China",0,0,0,0,1,0,0
Araneus,Araneus septemtuberculatus,1899,Cameroon,0,0,0,1,0,0,0
Araneus,Araneus separatus,1942,Australia (New South Wales),0,0,0,0,0,1,0
Araneus,Araneus scutellatus,1963,China,0,0,0,0,1,0,0
Araneus,Araneus schrencki,1861,Russia (Far East),0,0,1,0,0,0,0
Araneus,Araneus selva,1991,Guatemala to Costa Rica,1,0,0,0,0,0,0
Araneus,Araneus scutigerens,1900,Australia (Victoria),0,0,0,0,0,1,0
Araneus,Araneus santarita,1951,USA,1,0,0,0,0,0,0
Araneus,Araneus santacruziensis,1995,Philippines,0,0,0,0,1,0,0
Araneus,Araneus schneblei,1991,Colombia,0,1,0,0,0,0,0
Araneus,Araneus savesi,1880,New Caledonia,0,0,0,0,0,1,0
Araneus,Araneus sagicola,1906,Japan,0,0,0,0,1,0,0
Araneus,Araneus saevus,1872,"North America, Europe, Russia (Far East)",1,0,1,0,0,0,0
Araneus,Araneus sambava,1907,"Madagascar, Yemen",0,0,0,1,1,0,0
Araneus,Araneus salto,1991,Mexico,1,0,0,0,0,0,0
Araneus,Araneus zhangmu,2006,China,0,0,0,0,1,0,0
Araneus,Araneus zhaoi,2002,China,0,0,0,0,1,0,0
Araneus,Araneus zebrinus,1994,China,0,0,0,0,1,0,0
Araneus,Araneus zelus,1907,Cameroon,0,0,0,1,0,0,0
Araneus,Araneus varus,1950,South Africa,0,0,0,1,0,0,0
Araneus,Araneus cylindriformis,1942,Guatemala,1,0,0,0,0,0,0
Araneus,Araneus zuluanus,1907,South Africa,0,0,0,1,0,0,0
Araneus,Araneus zygielloides,1963,China,0,0,0,0,1,0,0
Araneus,Araneus yatei,1924,New Caledonia,0,0,0,0,0,1,0
Araneus,Araneus yuanminensis,1990,China,0,0,0,0,1,0,0
Araneus,Araneus yapingensis,2009,China,0,0,0,0,1,0,0
Araneus,Araneus yasudai,2001,"Russia (Far East), Japan",0,0,1,0,1,0,0
Araneus,Araneus yuzhongensis,1990,China,0,0,0,0,1,0,0
Araneus,Araneus zapallar,1991,Chile,0,1,0,0,0,0,0
Araneus,Araneus yukon,1971,"Russia (Central to East Siberia), Canada",1,0,1,0,0,0,0
Araneus,Araneus yunnanensis,1994,China,0,0,0,0,1,0,0
Araneus,Araneus wulongensis,1992,China,0,0,0,0,1,0,0
Araneus,Araneus workmani,1884,"Brazil, Argentina",0,1,0,0,0,0,0
Araneus,Araneus woodfordi,1898,Solomon Is.,0,0,0,0,0,1,0
Araneus,Araneus wokamus,1911,Indonesia (Aru Is.),0,0,0,0,1,0,0
Araneus,Araneus yadongensis,2001,China,0,0,0,0,1,0,0
Araneus,Araneus xizangensis,2001,China,0,0,0,0,1,0,0
Araneus,Araneus xianfengensis,1992,China,0,0,0,0,1,0,0
Araneus,Araneus xavantina,1991,Brazil,0,1,0,0,0,0,0
Araneus,Araneus volgeri,1897,Tanzania (Zanzibar),0,0,0,1,0,0,0
Araneus,Araneus v,1875,"France, Algeria",0,0,1,1,0,0,0
Araneus,Araneus viridiventris,1969,"China, Taiwan, Japan",0,0,0,0,1,0,0
Araneus,Araneus viridisomus,1921,India,0,0,0,0,1,0,0
Araneus,Araneus washingtoni,1971,"Russia (Central and East Siberia), USA, Canada",1,0,1,0,0,0,0
Araneus,Araneus walesianus,1878,Australia (New South Wales),0,0,0,0,0,1,0
Araneus,Araneus vulvarius,1898,Myanmar,0,0,0,0,1,0,0
Araneus,Araneus vulpinus,1834,Southern Europe,0,0,1,0,0,0,0
Araneus,Araneus venatrix,1838,Panama and Trinidad to Paraguay,1,1,0,0,0,0,0
Araneus,Araneus ventricosus,1878,"Russia (Far East), China, Korea, Taiwan, Japan",0,0,1,0,1,0,0
Araneus,Araneus vermimaculatus,1994,China,0,0,0,0,1,0,0
Araneus,Araneus villa,1991,Bolivia,0,1,0,0,0,0,0
Araneus,Araneus vincibilis,1893,"Brazil, Paraguay, Argentina",0,1,0,0,0,0,0
Araneus,Araneus viperifer,1963,"China, Korea, Japan",0,0,0,0,1,0,0
Araneus,Araneus virgunculus,1890,Indonesia (Sumatra),0,0,0,0,1,0,0
Araneus,Araneus virgus,1938,China,0,0,0,0,1,0,0
Araneus,Araneus unistriatus,1894,probably Brazil,0,1,0,0,0,0,0
Araneus,Araneus urbanus,1887,Australia (New South Wales),0,0,0,0,0,1,0
Araneus,Araneus ursimorphus,1906,"Ethiopia, East Africa",0,0,0,1,0,0,0
Araneus,Araneus uruapan,1991,Mexico,1,0,0,0,0,0,0
Araneus,Araneus urubamba,1991,Peru,0,1,0,0,0,0,0
Araneus,Araneus usualis,1887,"Australia (Queensland, New South Wales)",0,0,0,0,0,1,0
Araneus,Araneus uyemurai,1960,"Russia (Far East), Korea, Japan",0,0,1,0,1,0,0
Araneus,Araneus variegatus,1960,"Russia (Far East), China, Korea, Japan",0,0,1,0,1,0,0
Araneus,Araneus tschuiskii,1974,Kyrgyzstan,0,0,0,0,1,0,0
Araneus,Araneus triguttatus,1775,"Europe, Turkey, Caucasus to Central Asia (Russia)",0,0,1,0,1,0,0
Araneus,Araneus tubabdominus,1993,China,0,0,0,0,1,0,0
Araneus,Araneus tsurusakii,2001,"Japan, Korea",0,0,0,0,1,0,0
Araneus,Araneus ubicki,1991,Costa Rica,1,0,0,0,0,0,0
Araneus,Araneus tuscarora,1973,USA,1,0,0,0,0,0,0
Araneus,Araneus uniformis,1879,Bolivia to Argentina and Brazil,0,1,0,0,0,0,0
Araneus,Araneus unanimus,1879,"Brazil, Paraguay, Argentina",0,1,0,0,0,0,0
Araneus,Araneus toruaigiri,1970,Kyrgyzstan,0,0,0,0,1,0,0
Araneus,Araneus tonkinus,1909,Vietnam,0,0,0,0,1,0,0
Araneus,Araneus transversus,1912,Australia (Queensland),0,0,0,0,0,1,0
Araneus,Araneus transversivittiger,1907,China,0,0,0,0,1,0,0
Araneus,Araneus tricoloratus,1988,China,0,0,0,0,1,0,0
Araneus,Araneus triangulus,1938,China,0,0,0,0,1,0,0
Araneus,Araneus trigonophorus,1887,Myanmar,0,0,0,0,1,0,0
Araneus,Araneus trifolium,1847,"USA, Canada",1,0,0,0,0,0,0
Araneus,Araneus panniferens,1885,China (Yarkand),0,0,0,0,1,0,0
Araneus,Araneus panchganiensis,1981,India,0,0,0,0,1,0,0
Araneus,Araneus pallidus,1789,"Portugal, Spain, France, Algeria",0,0,1,1,0,0,0
Araneus,Araneus pallescens,1891,Madagascar,0,0,0,1,0,0,0
Araneus,Araneus pallasi,1875,"Ukraine, Turkey, Russia (Europe) to Central Asia, China",0,0,1,0,1,0,0
Araneus,Araneus paitaensis,1953,China,0,0,0,0,1,0,0
Araneus,Araneus pahli,1906,Cameroon,0,0,0,1,0,0,0
Araneus,Araneus pahalgaonensis,1981,"India, China",0,0,0,0,1,0,0
Araneus,Araneus pegnia,1841,USA to Ecuador and Jamaica,1,1,0,0,0,0,0
Araneus,Araneus pecuensis,1881,"Russia (Far East), China",0,0,1,0,1,0,0
Araneus,Araneus pavlovi,1953,China,0,0,0,0,1,0,0
Araneus,Araneus pauxillus,1887,Myanmar,0,0,0,0,1,0,0
Araneus,Araneus parvus,1878,Australia (South Australia),0,0,0,0,0,1,0
Araneus,Araneus parvulus,1900,Australia (New South Wales),0,0,0,0,0,1,0
Araneus,Araneus partitus,1841,USA,1,0,0,0,0,0,0
Araneus,Araneus papulatus,1887,"Myanmar, Malaysia",0,0,0,0,1,0,0
Araneus,Araneus ocellatulus,1942,Guatemala,1,0,0,0,0,0,0
Araneus,Araneus octodentalis,1992,China,0,0,0,0,1,0,0
Araneus,Araneus obtusatus,1892,Sri Lanka,0,0,0,0,1,0,0
Araneus,Araneus ocaxa,1991,Mexico,1,0,0,0,0,0,0
Araneus,Araneus nympha,1889,"India, Pakistan, China",0,0,0,0,1,0,0
Araneus,Araneus obscurissimus,1934,Karakorum,0,0,0,0,1,0,0
Araneus,Araneus nox,1877,"Myanmar, Indonesia (Sumatra, Sulawesi, Moluccas), Philippines",0,0,0,0,1,0,0
Araneus,Araneus nuboso,1991,Costa Rica,1,0,0,0,0,0,0
Araneus,Araneus oxyurus,1877,"Myanmar, Indonesia (Sulawesi)",0,0,0,0,1,0,0
Araneus,Araneus paenulatus,1885,China (Yarkand),0,0,0,0,1,0,0
